site,date,start_hour,value,variable,units,quality,prelim,met_source,obs_type,minutes,name 
2077,2021-01-04,9,55.50,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-04,10,58.81,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-04,11,62.19,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-04,12,62.48,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-04,13,63.72,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-04,14,64.25,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-04,15,62.78,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-04,16,60.43,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-04,17,57.31,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-04,18,51.85,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-04,19,48.39,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-04,20,47.46,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-04,21,47.11,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-04,22,45.54,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-04,23,44.29,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-05,0,43.35,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-05,1,42.89,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-05,2,41.56,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-05,3,41.36,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-05,4,40.24,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-05,5,40.89,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-05,6,40.85,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-05,7,41.38,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-05,8,48.25,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-05,9,55.79,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-05,10,60.96,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-05,11,65.70,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-05,12,67.92,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-05,13,70.35,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-05,14,71.83,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-05,15,71.99,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-05,16,68.68,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-05,17,61.61,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-05,18,54.98,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-05,19,51.68,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-05,20,49.19,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-05,21,49.41,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-05,22,51.05,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-05,23,49.85,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-06,0,50.16,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-06,1,48.32,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-06,2,49.78,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-06,3,49.04,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-06,4,47.56,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-06,5,46.71,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-06,6,46.70,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-06,7,50.01,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-06,8,55.78,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-06,9,64.29,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-06,10,67.52,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-06,11,70.85,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-06,12,71.97,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-06,13,71.97,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-06,14,72.29,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-06,15,70.73,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-06,16,67.99,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-06,17,59.03,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-06,18,56.41,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-06,19,52.56,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-06,20,51.97,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-06,21,50.77,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-06,22,50.41,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-06,23,48.00,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-07,0,46.38,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-07,1,45.35,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-07,2,45.19,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-07,3,46.27,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-07,4,46.66,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-07,5,45.89,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-07,6,45.55,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-07,7,46.79,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-07,8,52.69,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-07,9,63.32,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-07,10,67.54,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-07,11,69.57,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-07,12,71.58,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-07,13,72.06,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-07,14,72.43,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-07,15,71.63,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-07,16,67.08,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-07,17,63.20,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-07,18,56.28,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-07,19,52.74,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-07,20,50.53,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-07,21,50.72,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-07,22,48.05,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-07,23,46.42,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-08,0,46.13,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-08,1,46.90,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-08,2,45.42,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-08,3,48.27,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-08,4,48.98,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-08,5,47.53,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-08,6,46.64,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-08,7,46.75,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-08,8,54.59,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-08,9,63.13,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-08,10,66.54,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-08,11,68.52,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-08,12,70.33,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-08,13,71.52,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-08,14,72.24,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-08,15,70.16,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-08,16,67.92,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-08,17,63.06,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-08,18,61.08,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-08,19,57.38,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-08,20,49.80,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-08,21,48.23,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-08,22,48.25,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-08,23,47.21,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-09,0,47.84,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-09,1,47.79,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-09,2,43.40,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
2077,2021-01-09,3,42.76,TEMP,Degrees Fahrenheit ( <sup>o</sup>F ),0,,AIRS,A60,0,Redlands-Dearborn 
