
Factor Profiles (conc. of species) from Base Run #2 (Convergent Run)

,,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8,Factor 9,Factor 10,Factor 11
2,cis-2-Pentene,0.000000E+000,1.737000E-003,0.000000E+000,2.348000E-004,8.619000E-004,0.000000E+000,3.055200E-003,0.000000E+000,1.087100E-003,1.541600E-004,2.292100E-003
2,Isoprene,4.483400E-002,0.000000E+000,2.954300E-002,0.000000E+000,0.000000E+000,1.398300E-001,0.000000E+000,2.544900E-003,2.718900E-002,0.000000E+000,3.113900E-001
2,alpha-Pinene,1.106300E-002,2.416000E-003,5.263500E-003,3.205700E-004,0.000000E+000,3.179300E-002,0.000000E+000,2.988200E-003,1.126300E-002,1.372500E-003,5.379100E-002
2,MVK,1.898300E-002,6.410300E-004,1.306500E-002,9.668000E-003,3.599600E-003,6.067100E-002,0.000000E+000,1.133500E-003,1.032400E-002,0.000000E+000,1.458000E-001
2,Benzene,0.000000E+000,2.654800E-002,0.000000E+000,7.697100E-003,0.000000E+000,0.000000E+000,1.096500E-001,3.725600E-002,2.516000E-002,0.000000E+000,5.079800E-002
2,Toluene,2.567800E-002,3.252600E-002,1.282900E-003,0.000000E+000,1.335500E-002,4.972200E-002,1.302800E-001,5.845600E-002,2.607400E-003,2.012200E-003,1.679000E-002
2,Ethylbenzene,3.899600E-003,5.275900E-003,4.316500E-004,0.000000E+000,2.332000E-003,8.423800E-003,1.863400E-002,1.051400E-002,4.228200E-004,3.074400E-004,2.124300E-003
2,Propylbenzene,7.873000E-004,1.062500E-003,6.848300E-005,0.000000E+000,8.085900E-004,1.905200E-003,4.056100E-003,2.033900E-003,0.000000E+000,2.722700E-004,7.727500E-004
2,m_p-Xylene,1.198100E-002,1.119200E-002,4.479600E-004,0.000000E+000,0.000000E+000,1.193700E-002,1.074100E-002,1.506900E-002,5.306100E-004,2.782800E-004,0.000000E+000
2,o-Xylene,4.844400E-003,5.516600E-003,4.045800E-004,0.000000E+000,1.313500E-003,9.592200E-003,1.426800E-002,1.150300E-002,0.000000E+000,2.721900E-004,7.513200E-004
2,p-Isopropyl Toluene,0.000000E+000,4.670300E-004,2.041400E-004,7.667200E-004,0.000000E+000,4.345100E-003,7.285500E-003,0.000000E+000,0.000000E+000,7.470000E-004,6.032300E-003
2,Naphthalene,0.000000E+000,0.000000E+000,1.009500E-003,9.100000E-004,0.000000E+000,3.770900E-003,3.348300E-003,6.788000E-003,3.103700E-004,0.000000E+000,3.055500E-003
2,Methanol,1.125500E+000,0.000000E+000,7.316200E+001,1.541800E-001,0.000000E+000,2.813300E+000,1.627200E+000,9.741100E-001,3.041100E+000,8.147600E-001,9.840000E-001
2,Ethanol,1.015000E-001,0.000000E+000,1.412700E-002,4.608000E+000,0.000000E+000,5.488000E-001,5.971700E-002,6.399900E-002,1.542300E-001,3.378200E-002,0.000000E+000
2,Phenol,4.373800E-002,0.000000E+000,1.643100E-002,3.747900E-003,0.000000E+000,0.000000E+000,3.425800E-002,1.895700E-002,5.004600E-002,8.621800E-003,1.658500E-001
2,Formaldehyde,3.308800E-001,0.000000E+000,5.497300E-002,2.164300E-001,5.441500E-001,6.943000E-001,3.276400E-001,1.287300E-001,1.122700E-001,0.000000E+000,9.530500E-001
2,Acetaldehyde,1.435200E-001,0.000000E+000,1.479000E-002,1.428400E-001,3.521300E-001,4.500000E-001,1.343100E-001,2.748000E-001,0.000000E+000,1.060100E-002,3.415600E-001
2,Isovaleraldehyde,1.959500E-002,0.000000E+000,5.078500E-004,1.038700E-003,0.000000E+000,1.448900E-002,2.744700E-003,1.219500E-003,1.537900E-002,2.448900E-003,5.378600E-003
2,Hexaldehyde,6.016200E-002,0.000000E+000,0.000000E+000,0.000000E+000,0.000000E+000,4.585900E-002,0.000000E+000,0.000000E+000,3.810800E-002,6.857200E-003,4.868600E-003
2,m_p-Tolualdehyde,1.280800E-004,0.000000E+000,7.624800E-006,0.000000E+000,2.745700E-004,5.219700E-004,1.724900E-004,2.227700E-004,0.000000E+000,0.000000E+000,7.313400E-005
2,Phenylacetaldehyde,1.025400E-002,0.000000E+000,6.529600E-003,0.000000E+000,5.436300E-004,3.658000E-003,2.101000E-002,7.280300E-004,4.381000E-002,2.220300E-002,5.083900E-002
2,Cyclohexanone,1.512600E-004,0.000000E+000,3.262400E-005,1.148300E-004,2.016500E-006,9.094200E-004,2.601200E-004,4.036300E-004,1.763400E-004,1.098000E-004,0.000000E+000
2,Methyl acetate,0.000000E+000,7.676900E-004,1.890000E-003,1.355800E-002,2.671900E-002,0.000000E+000,1.114200E-001,2.964100E-002,9.848500E-003,5.985500E-004,2.632500E-002
2,n-Butyl acetate,7.168700E-003,1.645400E-002,0.000000E+000,0.000000E+000,0.000000E+000,1.975500E-002,7.522800E-002,2.259700E-002,4.982600E-004,2.902500E-012,0.000000E+000
2,D5-Siloxane,3.418100E-003,7.778100E-004,2.545700E-003,1.871900E-002,3.182900E-002,0.000000E+000,0.000000E+000,4.855500E-002,0.000000E+000,6.167100E-003,1.255700E-002

Factor Profiles (% of species sum) from Base Run #2 (Convergent Run)

,,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8,Factor 9,Factor 10,Factor 11
2,Dichloromethane,3.862756E+000,6.462847E+000,4.578894E+000,6.288195E-001,6.426427E+000,2.639071E+000,3.165989E+001,6.755721E+000,1.626858E+001,3.646402E+000,1.707060E+001
2,Chloroform,2.808048E+000,1.904108E+000,2.137520E+000,6.972427E+000,6.668043E+000,0.000000E+000,3.629193E+001,1.121116E+001,1.262752E+001,4.093638E+000,1.528560E+001
2,Trichlorofluoromethane,7.663706E+000,6.692780E+000,4.205392E+000,1.237863E+000,0.000000E+000,0.000000E+000,2.109349E+001,5.715983E+000,2.280914E+001,0.000000E+000,3.058164E+001
2,Dichlorodifluoromethane,2.888508E-001,5.947641E+000,4.847598E+000,0.000000E+000,7.649189E+000,1.284297E+001,8.017105E+000,1.886815E+000,3.419147E+001,1.079795E+001,1.353041E+001
2,Carbon Tetrachloride,0.000000E+000,1.229630E+000,3.470966E+000,3.374007E+000,5.487135E-001,3.192485E+000,1.806825E+001,1.216009E+001,2.506197E+001,5.640699E+000,2.725319E+001
2,1_1_2-Trichlorotrifluoroethane,7.539293E+000,0.000000E+000,4.152854E+000,3.157884E+000,3.454730E+000,2.263857E+000,2.031065E+001,3.102428E+000,2.744643E+001,2.714360E+000,2.585751E+001
2,1_2-Dichloro-1_1_2_2-tetrafluoroethane,3.187342E+000,1.292316E+001,5.464633E+000,2.119204E-001,3.109336E+000,3.060908E+000,6.450320E+000,3.304885E+000,3.203999E+001,6.533305E+000,2.371420E+001
2,Tetrachloroethene,8.486177E+000,0.000000E+000,9.292784E-001,4.429855E+000,1.517036E+001,6.535157E+000,3.527633E+001,1.596051E+001,1.875719E+000,4.556818E+000,6.779800E+000
2,1_2-Dichlorobenzene,7.325526E+001,4.479757E+000,0.000000E+000,0.000000E+000,0.000000E+000,0.000000E+000,4.361715E+000,0.000000E+000,2.608267E+000,1.529500E+001,0.000000E+000
2,1_4-Dichlorobenzene,3.499938E+000,0.000000E+000,1.232527E+000,0.000000E+000,0.000000E+000,0.000000E+000,0.000000E+000,5.044977E+000,0.000000E+000,8.445869E+001,5.763862E+000
2,PCBTF,4.311711E+000,6.802544E+000,3.255042E+000,1.174529E+000,8.294698E+000,1.202665E+001,4.202371E+001,1.916698E+001,0.000000E+000,9.186459E-001,2.025491E+000
2,N-Butane,1.730569E+001,3.029638E+001,0.000000E+000,3.215687E+000,2.074617E+001,5.910532E+000,1.019851E+001,0.000000E+000,7.449623E+000,3.285754E+000,1.591654E+000
2,Isobutane,0.000000E+000,9.696585E+000,6.187482E-002,4.572891E+000,4.355037E+001,4.479995E+000,2.635342E+001,0.000000E+000,4.909538E+000,6.375330E+000,0.000000E+000
2,N-Pentane,3.307844E-001,7.656987E+001,4.188652E-001,0.000000E+000,4.976594E+000,0.000000E+000,6.133898E+000,2.445125E+000,4.605551E+000,0.000000E+000,4.519310E+000
2,Isopentane,4.525572E+000,1.436234E+001,1.392715E+000,4.836540E+000,1.829515E+001,0.000000E+000,3.161092E+001,6.735974E+000,7.483798E-001,1.920666E+000,1.557175E+001
2,2-Methyl pentane,3.757309E-001,0.000000E+000,9.980754E-001,0.000000E+000,2.002590E+001,3.317633E+000,5.360267E+001,2.382664E+000,2.611517E+000,0.000000E+000,1.668580E+001
2,Butene,1.071008E+001,2.478322E+001,9.810624E-002,7.533341E+000,1.795416E+001,4.270570E+000,1.522086E+001,2.239787E+000,6.905446E+000,2.544744E+000,7.739689E+000
2,Propylene,4.045178E+000,2.997328E+001,0.000000E+000,0.000000E+000,1.160384E+001,1.236410E+001,0.000000E+000,3.994656E+000,1.464197E+001,2.337697E+001,0.000000E+000
2,cis-2-Pentene,0.000000E+000,1.843507E+001,0.000000E+000,2.491971E+000,9.147487E+000,0.000000E+000,3.242534E+001,0.000000E+000,1.153757E+001,1.636126E+000,2.432644E+001
2,Isoprene,8.073384E+000,0.000000E+000,5.319891E+000,0.000000E+000,0.000000E+000,2.517958E+001,0.000000E+000,4.582673E-001,4.896000E+000,0.000000E+000,5.607288E+001
2,alpha-Pinene,9.198411E+000,2.008801E+000,4.376375E+000,2.665402E-001,0.000000E+000,2.643452E+001,0.000000E+000,2.484560E+000,9.364702E+000,1.141175E+000,4.472491E+001
2,MVK,7.193660E+000,2.429201E-001,4.951018E+000,3.663715E+000,1.364078E+000,2.299144E+001,0.000000E+000,4.295430E-001,3.912308E+000,0.000000E+000,5.525131E+001
2,Benzene,0.000000E+000,1.032558E+001,0.000000E+000,2.993710E+000,0.000000E+000,0.000000E+000,4.264727E+001,1.449035E+001,9.785729E+000,0.000000E+000,1.975737E+001
2,Toluene,7.717844E+000,9.776096E+000,3.855916E-001,0.000000E+000,4.014012E+000,1.494457E+001,3.915728E+001,1.756968E+001,7.836867E-001,6.047919E-001,5.046444E+000
2,Ethylbenzene,7.446887E+000,1.007514E+001,8.243021E-001,0.000000E+000,4.453313E+000,1.608654E+001,3.558449E+001,2.007810E+001,8.074399E-001,5.871040E-001,4.056678E+000
2,Propylbenzene,6.690692E+000,9.029418E+000,5.819874E-001,0.000000E+000,6.871621E+000,1.619091E+001,3.446986E+001,1.728464E+001,0.000000E+000,2.313826E+000,6.567042E+000
2,m_p-Xylene,1.926923E+001,1.800027E+001,7.204611E-001,0.000000E+000,0.000000E+000,1.919846E+001,1.727492E+001,2.423571E+001,8.533884E-001,4.475621E-001,0.000000E+000
2,o-Xylene,9.995504E+000,1.138246E+001,8.347744E-001,0.000000E+000,2.710159E+000,1.979169E+001,2.943932E+001,2.373427E+001,0.000000E+000,5.616126E-001,1.550207E+000
2,p-Isopropyl Toluene,0.000000E+000,2.353058E+000,1.028528E+000,3.862999E+000,0.000000E+000,2.189211E+001,3.670686E+001,0.000000E+000,0.000000E+000,3.763643E+000,3.039281E+001
2,Naphthalene,0.000000E+000,0.000000E+000,5.259848E+000,4.741418E+000,0.000000E+000,1.964771E+001,1.744581E+001,3.536786E+001,1.617136E+000,0.000000E+000,1.592022E+001
2,Methanol,1.328868E+000,0.000000E+000,8.638173E+001,1.820390E-001,0.000000E+000,3.321639E+000,1.921221E+000,1.150123E+000,3.590600E+000,9.619800E-001,1.161800E+000
2,Ethanol,1.817643E+000,0.000000E+000,2.529837E-001,8.251920E+001,0.000000E+000,9.827807E+000,1.069401E+000,1.146082E+000,2.761922E+000,6.049617E-001,0.000000E+000
2,Phenol,1.280200E+001,0.000000E+000,4.809312E+000,1.097001E+000,0.000000E+000,0.000000E+000,1.002723E+001,5.548666E+000,1.464834E+001,2.523579E+000,4.854387E+001
2,Formaldehyde,9.840523E+000,0.000000E+000,1.634922E+000,6.436728E+000,1.618327E+001,2.064880E+001,9.744164E+000,3.828489E+000,3.338961E+000,0.000000E+000,2.834414E+001
2,Acetaldehyde,7.697296E+000,0.000000E+000,7.932205E-001,7.660826E+000,1.888551E+001,2.413450E+001,7.203343E+000,1.473813E+001,0.000000E+000,5.685551E-001,1.831862E+001
2,Isovaleraldehyde,3.120161E+001,0.000000E+000,8.086622E-001,1.653948E+000,0.000000E+000,2.307120E+001,4.370454E+000,1.941840E+000,2.448837E+001,3.899445E+000,8.564479E+000
2,Hexaldehyde,3.860131E+001,0.000000E+000,0.000000E+000,0.000000E+000,0.000000E+000,2.942418E+001,0.000000E+000,0.000000E+000,2.445096E+001,4.399736E+000,3.123805E+000
2,m_p-Tolualdehyde,9.144399E+000,0.000000E+000,5.443802E-001,0.000000E+000,1.960320E+001,3.726657E+001,1.231509E+001,1.590489E+001,0.000000E+000,0.000000E+000,5.221475E+000
2,Phenylacetaldehyde,6.425808E+000,0.000000E+000,4.091862E+000,0.000000E+000,3.406731E-001,2.292335E+000,1.316620E+001,4.562299E-001,2.745413E+001,1.391381E+001,3.185895E+001
2,Cyclohexanone,7.002646E+000,0.000000E+000,1.510342E+000,5.316104E+000,9.335473E-002,4.210199E+001,1.204237E+001,1.868622E+001,8.163735E+000,5.083238E+000,0.000000E+000
2,Methyl acetate,0.000000E+000,3.477365E-001,8.561034E-001,6.141296E+000,1.210277E+001,0.000000E+000,5.046933E+001,1.342633E+001,4.461023E+000,2.711220E-001,1.192430E+001
2,n-Butyl acetate,5.059034E+000,1.161178E+001,0.000000E+000,0.000000E+000,0.000000E+000,1.394133E+001,5.308927E+001,1.594696E+001,3.516278E-001,2.048328E-009,0.000000E+000
2,D5-Siloxane,2.743948E+000,6.244024E-001,2.043611E+000,1.502705E+001,2.555136E+001,0.000000E+000,0.000000E+000,3.897849E+001,0.000000E+000,4.950762E+000,1.008038E+001

Factor Profiles (% of factor total) from Base Run #2 (Convergent Run)

,,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8,Factor 9,Factor 10,Factor 11
2,Dichloromethane,2.258336E-001,1.322049E+000,7.795996E-003,1.497095E-002,5.572705E-001,6.487522E-002,1.196135E+000,4.644015E-001,5.152586E-001,4.078580E-001,6.125823E-001
2,Chloroform,3.423467E-002,8.122421E-002,7.589124E-004,3.461607E-002,1.205772E-001,0.000000E+000,2.859244E-001,1.607099E-001,8.339963E-002,9.548260E-002,1.143849E-001
2,Trichlorofluoromethane,9.164093E-001,2.800202E+000,1.464458E-002,6.027751E-002,0.000000E+000,0.000000E+000,1.629966E+000,8.036597E-001,1.477556E+000,0.000000E+000,2.244584E+000
2,Dichlorodifluoromethane,5.474215E-002,3.943894E+000,2.675436E-002,0.000000E+000,2.150150E+000,1.023411E+000,9.818502E-001,4.204440E-001,3.510349E+000,3.915100E+000,1.573923E+000
2,Carbon Tetrachloride,0.000000E+000,1.461846E-001,3.434512E-003,4.668453E-002,2.765322E-002,4.561001E-002,3.967258E-001,4.858053E-001,4.613117E-001,3.666747E-001,5.683771E-001
2,1_1_2-Trichlorotrifluoroethane,2.831074E-001,0.000000E+000,4.541372E-003,4.828909E-002,1.924155E-001,3.574423E-002,4.928605E-001,1.369787E-001,5.583299E-001,1.950030E-001,5.959802E-001
2,1_2-Dichloro-1_1_2_2-tetrafluoroethane,2.516323E-002,3.569759E-001,1.256373E-003,6.813068E-004,3.640916E-002,1.016072E-002,3.290777E-002,3.067784E-002,1.370296E-001,9.867878E-002,1.149134E-001
2,Tetrachloroethene,2.267695E-002,0.000000E+000,7.231663E-005,4.820524E-003,6.012758E-002,7.342857E-003,6.091657E-002,5.014757E-002,2.715343E-003,2.329632E-002,1.112023E-002
2,1_2-Dichlorobenzene,2.175179E-001,4.654178E-002,0.000000E+000,0.000000E+000,0.000000E+000,0.000000E+000,8.369375E-003,0.000000E+000,4.195586E-003,8.688782E-002,0.000000E+000
2,1_4-Dichlorobenzene,1.832210E-002,0.000000E+000,1.879020E-004,0.000000E+000,0.000000E+000,0.000000E+000,0.000000E+000,3.105309E-002,0.000000E+000,8.458872E-001,1.852051E-002
2,PCBTF,2.581651E-002,1.425120E-001,5.675762E-004,2.863806E-003,7.366371E-002,3.027812E-002,1.626004E-001,1.349374E-001,0.000000E+000,1.052323E-002,7.443936E-003
2,N-Butane,3.386498E+000,2.074364E+001,0.000000E+000,2.562523E-001,6.021504E+000,4.863231E-001,1.289669E+000,0.000000E+000,7.897335E-001,1.230127E+000,1.911767E-001
2,Isobutane,0.000000E+000,3.862518E+000,2.051413E-004,2.120032E-001,7.353878E+000,2.144536E-001,1.938812E+000,0.000000E+000,3.027920E-001,1.388594E+000,0.000000E+000
2,N-Pentane,1.471833E-002,1.192075E+001,5.427597E-004,0.000000E+000,3.284362E-001,0.000000E+000,1.763720E-001,1.279220E-001,1.110144E-001,0.000000E+000,1.234270E-001
2,Isopentane,7.620755E-001,8.462172E+000,6.829775E-003,3.316588E-001,4.569468E+000,0.000000E+000,3.439863E+000,1.333692E+000,6.827018E-002,6.187702E-001,1.609483E+000
2,2-Methyl pentane,5.870579E-002,0.000000E+000,4.541372E-003,0.000000E+000,4.640891E+000,2.179560E-001,5.412151E+000,4.377211E-001,2.210453E-001,0.000000E+000,1.600205E+000
2,Butene,1.075984E+000,8.711704E+000,2.870316E-004,3.082002E-001,2.675368E+000,1.803996E-001,9.881705E-001,2.645760E-001,3.758282E-001,4.891144E-001,4.772667E-001
2,Propylene,7.793433E-001,2.020494E+001,0.000000E+000,0.000000E+000,3.315874E+000,1.001590E+000,0.000000E+000,9.049013E-001,1.528182E+000,8.616532E+000,0.000000E+000
2,cis-2-Pentene,0.000000E+000,2.844084E-001,0.000000E+000,4.474458E-003,5.982357E-002,0.000000E+000,9.239093E-002,0.000000E+000,2.755904E-002,1.380178E-002,6.583672E-002
2,Isoprene,2.098059E+000,0.000000E+000,4.026100E-002,0.000000E+000,0.000000E+000,2.751358E+000,0.000000E+000,1.400270E-001,6.892676E-001,0.000000E+000,8.944155E+000
2,alpha-Pinene,5.177060E-001,3.955847E-001,7.173063E-003,6.108931E-003,0.000000E+000,6.255733E-001,0.000000E+000,1.644185E-001,2.855280E-001,1.228785E-001,1.545056E+000
2,MVK,8.883316E-001,1.049593E-001,1.780489E-002,1.842379E-001,2.498444E-001,1.193790E+000,0.000000E+000,6.236809E-002,2.617235E-001,0.000000E+000,4.187860E+000
2,Benzene,0.000000E+000,4.346847E+000,0.000000E+000,1.466795E-001,0.000000E+000,0.000000E+000,3.315876E+000,2.049921E+000,6.378305E-001,0.000000E+000,1.459087E+000
2,Toluene,1.201632E+000,5.325657E+000,1.748328E-003,0.000000E+000,9.269565E-001,9.783524E-001,3.939739E+000,3.216400E+000,6.610013E-002,1.801501E-001,4.822645E-001
2,Ethylbenzene,1.824863E-001,8.638515E-001,5.882498E-004,0.000000E+000,1.618617E-001,1.657505E-001,5.635024E-001,5.785074E-001,1.071890E-002,2.752477E-002,6.101695E-002
2,Propylbenzene,3.684262E-002,1.739688E-001,9.332818E-005,0.000000E+000,5.612338E-002,3.748757E-002,1.226587E-001,1.119104E-001,0.000000E+000,2.437604E-002,2.219595E-002
2,m_p-Xylene,5.606648E-001,1.832526E+000,6.104769E-004,0.000000E+000,0.000000E+000,2.348778E-001,3.248138E-001,8.291352E-001,1.345148E-002,2.491411E-002,0.000000E+000
2,o-Xylene,2.266993E-001,9.032626E-001,5.513589E-004,0.000000E+000,9.116865E-002,1.887404E-001,4.314722E-001,6.329247E-001,0.000000E+000,2.436888E-002,2.158041E-002
2,p-Isopropyl Toluene,0.000000E+000,7.646933E-002,2.782006E-004,1.461097E-002,0.000000E+000,8.549614E-002,2.203175E-001,0.000000E+000,0.000000E+000,6.687811E-002,1.732677E-001
2,Naphthalene,0.000000E+000,0.000000E+000,1.375740E-003,1.734138E-002,0.000000E+000,7.419792E-002,1.012544E-001,3.734932E-001,7.868182E-003,0.000000E+000,8.776411E-002
2,Methanol,5.266908E+001,0.000000E+000,9.970469E+001,2.938126E+000,0.000000E+000,5.535575E+001,4.920742E+001,5.359804E+001,7.709485E+001,7.294459E+001,2.826375E+001
2,Ethanol,4.749811E+000,0.000000E+000,1.925218E-002,8.781219E+001,0.000000E+000,1.079844E+001,1.805875E+000,3.521390E+000,3.909881E+000,3.024466E+000,0.000000E+000
2,Phenol,2.046771E+000,0.000000E+000,2.239206E-002,7.142173E-002,0.000000E+000,0.000000E+000,1.035981E+000,1.043063E+000,1.268715E+000,7.719005E-001,4.763763E+000
2,Formaldehyde,1.548392E+001,0.000000E+000,7.491684E-002,4.124391E+000,3.776888E+001,1.366136E+001,9.908014E+000,7.083056E+000,2.846154E+000,0.000000E+000,2.737476E+001
2,Acetaldehyde,6.716186E+000,0.000000E+000,2.015571E-002,2.722026E+000,2.444097E+001,8.854402E+000,4.061608E+000,1.512020E+001,0.000000E+000,9.490961E-001,9.810738E+000
2,Isovaleraldehyde,9.169708E-001,0.000000E+000,6.920946E-004,1.979395E-002,0.000000E+000,2.850921E-001,8.300124E-002,6.710003E-002,3.898726E-001,2.192474E-001,1.544912E-001
2,Hexaldehyde,2.815351E+000,0.000000E+000,0.000000E+000,0.000000E+000,0.000000E+000,9.023423E-001,0.000000E+000,0.000000E+000,9.660749E-001,6.139178E-001,1.398424E-001
2,m_p-Tolualdehyde,5.993653E-003,0.000000E+000,1.039103E-005,0.000000E+000,1.905761E-002,1.027052E-002,5.216193E-003,1.225738E-002,0.000000E+000,0.000000E+000,2.100651E-003
2,Phenylacetaldehyde,4.798479E-001,0.000000E+000,8.898496E-003,0.000000E+000,3.773279E-002,7.197645E-002,6.353540E-001,4.005808E-002,1.110626E+000,1.987811E+000,1.460265E+000
2,Cyclohexanone,7.078388E-003,0.000000E+000,4.445977E-005,2.188254E-003,1.399631E-004,1.789416E-002,7.866172E-003,2.220876E-002,4.470391E-003,9.830276E-003,0.000000E+000
2,Methyl acetate,0.000000E+000,1.256980E-001,2.575679E-003,2.583676E-001,1.854538E+000,0.000000E+000,3.369402E+000,1.630924E+000,2.496691E-001,5.358754E-002,7.561414E-001
2,n-Butyl acetate,3.354677E-001,2.694102E+000,0.000000E+000,0.000000E+000,0.000000E+000,3.887082E-001,2.274936E+000,1.243345E+000,1.263138E-002,2.598577E-010,0.000000E+000
2,D5-Siloxane,1.599540E-001,1.273550E-001,3.469263E-003,3.567180E-001,2.209217E+000,0.000000E+000,0.000000E+000,2.671621E+000,0.000000E+000,5.521339E-001,3.606787E-001
