
Factor Profiles (conc. of species) from Base Run #5 (Convergent Run)

,,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8,Factor 9
5,Carbon Tetrachloride,1.237762E+000,1.342942E+001,1.782601E+000,3.096446E+001,0.000000E+000,7.693935E+000,4.262387E+001,0.000000E+000,2.267960E+000
5,1_1_2-Trichlorotrifluoroethane,1.482503E+000,1.388633E+001,2.089548E+000,3.296790E+001,1.551225E+000,6.896354E+000,4.112614E+001,0.000000E+000,0.000000E+000
5,1_2-Dichloro-1_1_2_2-tetrafluoroethane,1.829557E+000,1.344344E+001,0.000000E+000,4.000153E+001,1.801689E+000,6.610728E+000,2.853868E+001,7.774378E+000,0.000000E+000
5,Tetrachloroethene,2.917920E+000,3.570633E+000,2.278008E+000,4.395556E+000,9.661104E+000,1.250256E+001,3.596763E+001,7.753821E+000,2.095276E+001
5,1_2-Dichlorobenzene,0.000000E+000,0.000000E+000,1.975603E+000,1.265965E+000,8.440100E+001,0.000000E+000,1.034415E+001,2.013277E+000,0.000000E+000
5,1_4-Dichlorobenzene,8.941293E-001,1.874151E+000,0.000000E+000,0.000000E+000,8.813730E+001,1.275678E+000,5.189079E+000,2.629662E+000,0.000000E+000
5,PCBTF,6.534514E+000,1.030891E+000,5.840836E+000,0.000000E+000,4.560994E+000,6.922884E+000,3.610913E+001,9.643644E+000,2.935711E+001
5,N-Butane,4.687523E-001,1.166995E+000,2.138114E+000,1.081125E+001,1.453332E+001,1.458878E+001,1.291976E+001,4.121004E+001,2.162983E+000
5,Isobutane,1.755279E+000,0.000000E+000,0.000000E+000,6.538673E-001,4.582129E+000,3.039040E+001,1.858653E+001,4.403180E+001,0.000000E+000
5,N-Pentane,4.301658E-001,0.000000E+000,0.000000E+000,5.848395E+000,5.940867E-001,0.000000E+000,1.734100E+001,7.313215E+001,2.654203E+000
5,Isopentane,2.092276E+000,4.925394E+000,5.527776E+000,0.000000E+000,7.125036E+000,1.435168E+001,3.809150E+001,2.173086E+001,6.155490E+000
5,2-Methyl pentane,2.297152E+000,2.125051E+000,5.558248E+000,1.575029E+000,1.156368E+000,2.151907E+001,5.463160E+001,9.834781E+000,1.302707E+000
5,Butene,1.965832E-001,3.942715E+000,6.326138E+000,9.746748E+000,1.047067E+001,1.454028E+001,2.272259E+001,2.967291E+001,2.381362E+000
5,Propylene,0.000000E+000,0.000000E+000,0.000000E+000,2.400653E+001,2.219104E+001,1.080220E+001,0.000000E+000,3.185386E+001,1.114636E+001
5,cis-2-Pentene,0.000000E+000,9.739772E+000,3.792510E+000,1.145109E+001,0.000000E+000,3.920840E+000,4.665324E+001,2.444256E+001,0.000000E+000
5,Isoprene,2.247089E+000,5.814854E+001,8.937044E+000,1.610696E+000,3.253906E+000,3.083928E+000,1.364246E+001,4.758842E+000,4.317500E+000
5,alpha-Pinene,1.781968E+000,4.944237E+001,7.858214E+000,8.778059E+000,3.794000E+000,4.452909E+000,1.098592E+001,5.029054E+000,7.877510E+000
5,MVK,1.708359E+000,5.626775E+001,1.156933E+001,0.000000E+000,3.224928E+000,4.535211E+000,1.444524E+001,5.963577E+000,2.285608E+000
5,Benzene,0.000000E+000,4.256577E-001,0.000000E+000,7.555736E+000,4.168293E-001,1.129551E+001,6.851480E+001,8.484531E+000,3.306940E+000
5,Toluene,3.295709E+000,6.353617E+000,2.462210E+000,1.543761E+000,5.181664E+000,3.759047E+000,3.444671E+001,1.034717E+001,3.261011E+001
5,Ethylbenzene,3.707288E+000,6.716630E+000,2.117798E+000,1.510224E+000,5.133416E+000,5.625401E+000,3.047187E+001,1.034880E+001,3.436858E+001
5,Propylbenzene,3.272141E+000,8.696766E+000,7.730845E-001,0.000000E+000,7.154057E+000,8.385307E+000,3.114674E+001,1.124915E+001,2.932276E+001
5,m_p-Xylene,3.287575E+000,9.730915E+000,0.000000E+000,3.341062E+000,1.416656E+001,6.809316E-001,1.291916E+001,1.354700E+001,4.232681E+001
5,o-Xylene,3.879072E+000,8.322084E+000,1.500548E+000,1.326955E+000,7.183945E+000,5.026648E+000,2.270331E+001,9.449147E+000,4.060830E+001
5,p-Isopropyl Toluene,2.732594E+000,2.048412E+001,1.418870E+001,6.311250E-001,3.613432E+000,1.113393E+001,4.310228E+001,4.113828E+000,0.000000E+000
5,Naphthalene,6.492419E+000,1.754511E+001,4.835283E+000,0.000000E+000,0.000000E+000,1.910090E+001,2.394000E+001,0.000000E+000,2.808628E+001
5,Methanol,8.602908E+001,2.555904E+000,1.376256E+000,4.390082E+000,6.652142E-001,1.608244E+000,2.016063E+000,0.000000E+000,1.359160E+000
5,Ethanol,0.000000E+000,3.193377E+000,8.659310E+001,4.182832E+000,0.000000E+000,1.939214E+000,2.798819E+000,1.046367E+000,2.462879E-001
5,Phenol,4.346204E-001,3.576272E+001,0.000000E+000,1.766773E+001,7.959140E+000,0.000000E+000,3.797696E+001,0.000000E+000,1.988255E-001
5,Isovaleraldehyde,2.692323E-002,1.450016E+001,8.399057E+000,4.329627E+001,1.215856E+001,0.000000E+000,5.973008E+000,0.000000E+000,1.564602E+001
5,Hexaldehyde,0.000000E+000,1.555652E+001,6.696908E+000,4.922368E+001,1.461983E+001,0.000000E+000,0.000000E+000,0.000000E+000,1.390307E+001
5,m_p-Tolualdehyde,3.060275E+000,2.195796E+001,5.082136E+000,0.000000E+000,7.976637E+000,2.242820E+001,0.000000E+000,4.887469E+000,3.460732E+001
5,Phenylacetaldehyde,2.684737E-001,2.092652E+001,0.000000E+000,3.706569E+001,8.413807E+000,0.000000E+000,3.185071E+001,1.474797E+000,0.000000E+000
5,Cyclohexanone,4.305459E+000,1.037321E+001,1.405536E+001,1.437272E+001,5.795802E+000,1.608377E+001,0.000000E+000,0.000000E+000,3.501368E+001
5,Methyl acetate,2.592453E+000,0.000000E+000,4.687387E+000,3.277415E+000,1.116863E+000,1.362637E+001,6.037760E+001,6.108356E+000,8.213562E+000
5,n-Butyl acetate,3.994889E+000,0.000000E+000,5.713991E+000,7.490506E-001,3.470738E-001,0.000000E+000,4.036070E+001,1.374559E+001,3.508871E+001
5,D5-Siloxane,2.839107E+000,9.819322E-001,1.113073E+001,0.000000E+000,1.162241E+001,3.963615E+001,1.701846E+001,1.462080E+001,2.150418E+000

Factor Profiles (% of factor total) from Base Run #5 (Convergent Run)

,,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8,Factor 9
5,Dichloromethane,7.139505E-003,2.501535E-001,1.335847E-004,5.236025E-001,3.894977E-001,5.461603E-001,1.571737E+000,1.033135E+000,4.362009E-001
5,Chloroform,8.294394E-004,8.578428E-003,2.447783E-002,9.234603E-002,7.878802E-002,1.434074E-001,3.768652E-001,1.753951E-001,3.675462E-002
5,Trichlorofluoromethane,6.849818E-003,1.239209E+000,1.289501E-004,1.497335E+000,3.274297E-001,3.124979E-001,3.402731E+000,7.453993E-001,2.043241E-001
5,Dichlorodifluoromethane,1.187607E-002,1.298185E+000,3.280796E-002,3.624090E+000,9.220627E-001,2.784644E+000,2.170248E+000,2.411778E+000,7.978141E-001
5,Carbon Tetrachloride,1.232907E-003,2.979915E-001,2.130318E-002,4.759250E-001,0.000000E+000,2.721942E-001,8.711703E-001,0.000000E+000,1.018359E-001
5,1_1_2-Trichlorotrifluoroethane,1.641101E-003,3.424371E-001,2.775168E-002,5.631354E-001,1.303942E-001,2.711418E-001,9.341461E-001,0.000000E+000,0.000000E+000
5,1_2-Dichloro-1_1_2_2-tetrafluoroethane,4.225269E-004,6.916285E-002,0.000000E+000,1.425499E-001,3.159600E-002,5.422445E-002,1.352382E-001,1.415854E-001,0.000000E+000
5,Tetrachloroethene,2.293103E-004,6.250998E-003,2.147845E-003,5.330232E-003,5.765286E-002,3.489689E-002,5.799884E-002,4.805189E-002,7.422740E-002
5,1_2-Dichlorobenzene,0.000000E+000,0.000000E+000,1.976877E-003,1.629246E-003,5.345324E-001,0.000000E+000,1.770251E-002,1.324130E-002,0.000000E+000
5,1_4-Dichlorobenzene,7.244934E-005,3.382925E-003,0.000000E+000,0.000000E+000,5.422975E-001,3.671237E-003,8.627433E-003,1.680267E-002,0.000000E+000
5,PCBTF,1.160099E-003,4.077071E-003,1.244097E-002,0.000000E+000,6.148724E-002,4.365220E-002,1.315394E-001,1.350104E-001,2.349457E-001
5,N-Butane,2.644394E-003,1.466579E-001,1.447141E-001,9.411108E-001,6.225747E+000,2.923069E+000,1.495527E+000,1.833286E+001,5.500581E-001
5,Isobutane,5.691070E-003,0.000000E+000,0.000000E+000,3.271293E-002,1.128129E+000,3.499625E+000,1.236526E+000,1.125793E+001,0.000000E+000
5,N-Pentane,5.391598E-004,0.000000E+000,0.000000E+000,1.131098E-001,5.654252E-002,0.000000E+000,4.459774E-001,7.228269E+000,1.499645E-001
5,Isopentane,1.035859E-002,5.432206E-001,3.283441E-001,0.000000E+000,2.678627E+000,2.523605E+000,3.869606E+000,8.484041E+000,1.373778E+000
5,2-Methyl pentane,1.042088E-002,2.147524E-001,3.025171E-001,1.102517E-001,3.983406E-001,3.467173E+000,5.085291E+000,3.518226E+000,2.663998E-001
5,Butene,5.785748E-004,2.585011E-001,2.233825E-001,4.426443E-001,2.340084E+000,1.519929E+000,1.372234E+000,6.886803E+000,3.159448E-001
5,Propylene,0.000000E+000,0.000000E+000,0.000000E+000,2.048540E+000,9.318685E+000,2.121694E+000,0.000000E+000,1.389120E+001,2.778682E+000
5,cis-2-Pentene,0.000000E+000,2.849682E-002,5.976101E-003,2.320719E-002,0.000000E+000,1.828986E-002,1.257282E-001,2.531541E-001,0.000000E+000
5,Isoprene,1.756314E-002,1.012452E+001,8.380564E-001,1.942573E-001,1.931215E+000,8.560982E-001,2.187922E+000,2.933105E+000,1.521202E+000
5,alpha-Pinene,2.990999E-003,1.848712E+000,1.582477E-001,2.273509E-001,4.835678E-001,2.654590E-001,3.783640E-001,6.656515E-001,5.960433E-001
5,MVK,6.382212E-003,4.682799E+000,5.185582E-001,0.000000E+000,9.148628E-001,6.017650E-001,1.107323E+000,1.756885E+000,3.849164E-001
5,Benzene,0.000000E+000,3.241701E-002,0.000000E+000,3.985819E-001,1.082083E-001,1.371519E+000,4.806184E+000,2.287342E+000,5.096331E-001
5,Toluene,1.518445E-002,6.521165E-001,1.361046E-001,1.097520E-001,1.812856E+000,6.151278E-001,3.256532E+000,3.759382E+000,6.772909E+000
5,Ethylbenzene,2.686565E-003,1.084292E-001,1.841293E-002,1.688747E-002,2.824824E-001,1.447878E-001,4.531036E-001,5.913920E-001,1.122730E+000
5,Propylbenzene,5.318004E-004,3.148678E-002,1.507443E-003,0.000000E+000,8.829026E-002,4.840308E-002,1.038691E-001,1.441720E-001,2.148295E-001
5,m_p-Xylene,2.846155E-003,1.876681E-001,0.000000E+000,4.463232E-002,9.313033E-001,2.093745E-002,2.294956E-001,9.248481E-001,1.651852E+000
5,o-Xylene,2.605943E-003,1.245441E-001,1.209440E-002,1.375547E-002,3.664746E-001,1.199370E-001,3.129562E-001,5.005808E-001,1.229772E+000
5,p-Isopropyl Toluene,7.374617E-004,1.231503E-001,4.594139E-002,2.628220E-003,7.405050E-002,1.067210E-001,2.386832E-001,8.754975E-002,0.000000E+000
5,Naphthalene,1.687958E-003,1.016167E-001,1.508253E-002,0.000000E+000,0.000000E+000,1.763787E-001,1.277134E-001,0.000000E+000,3.291713E-001
5,Methanol,9.986211E+001,6.609277E+001,1.916691E+001,7.863395E+001,5.863552E+001,6.630478E+001,4.801942E+001,0.000000E+000,7.112113E+001
5,Ethanol,0.000000E+000,5.285149E+000,7.718518E+001,4.795189E+000,0.000000E+000,5.117010E+000,4.266634E+000,6.130297E+000,8.248386E-001
5,Phenol,2.074805E-003,3.803220E+000,0.000000E+000,1.301457E+000,2.885207E+000,0.000000E+000,3.720013E+000,0.000000E+000,4.278699E-002
5,Isovaleraldehyde,2.320115E-005,2.783614E-001,8.683808E-002,5.757246E-001,7.956243E-001,0.000000E+000,1.056167E-001,0.000000E+000,6.077974E-001
5,Hexaldehyde,0.000000E+000,7.296361E-001,1.691655E-001,1.599176E+000,2.337363E+000,0.000000E+000,0.000000E+000,0.000000E+000,1.319543E+000
5,m_p-Tolualdehyde,5.838807E-005,9.332747E-003,1.163342E-003,0.000000E+000,1.155652E-002,1.519831E-002,0.000000E+000,7.353466E-003,2.976489E-002
5,Phenylacetaldehyde,5.944098E-004,1.032131E+000,0.000000E+000,1.266305E+000,1.414557E+000,0.000000E+000,1.446974E+000,2.574903E-001,0.000000E+000
5,Cyclohexanone,1.232107E-004,6.612960E-003,4.825789E-003,6.346730E-003,1.259466E-002,1.634761E-002,0.000000E+000,0.000000E+000,4.516888E-002
5,Methyl acetate,7.895007E-003,0.000000E+000,1.712654E-001,1.540121E-001,2.582768E-001,1.473869E+000,3.772894E+000,1.466933E+000,1.127576E+000
5,n-Butyl acetate,7.767528E-003,0.000000E+000,1.332954E-001,2.247353E-002,5.124408E-002,0.000000E+000,1.610252E+000,2.107589E+000,3.075517E+000
5,D5-Siloxane,4.448530E-003,3.427441E-002,2.092454E-001,0.000000E+000,1.382848E+000,2.205787E+000,5.471573E-001,1.806551E+000,1.518903E-001
