
Factor Profiles (conc. of species) from Base Run #4 (Convergent Run)

,,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8,Factor 9,Factor 10,Factor 11
4,Isopentane,5.036100E-003,0.000000E+000,5.592300E-002,2.418300E-002,6.901300E-003,6.596500E-002,2.725400E-003,1.742200E-002,1.619200E-002,1.137000E-001,5.166900E-002
4,2-Methyl pentane,3.341500E-003,1.108100E-002,5.563100E-002,7.913700E-003,0.000000E+000,6.728200E-002,8.724800E-003,0.000000E+000,1.217000E-003,1.785500E-001,0.000000E+000
4,Butene,2.224100E-004,9.173100E-003,1.658400E-002,4.794300E-003,5.405400E-003,3.847400E-002,1.486500E-002,1.617500E-002,2.294300E-002,3.277400E-002,5.319300E-002
4,Propylene,0.000000E+000,5.094500E-002,0.000000E+000,1.658500E-002,9.605000E-002,4.734200E-002,6.026900E-002,0.000000E+000,1.670600E-002,0.000000E+000,1.236600E-001
4,cis-2-Pentene,0.000000E+000,0.000000E+000,2.285800E-003,0.000000E+000,1.537300E-004,8.599900E-004,1.086700E-003,2.350300E-004,0.000000E+000,3.057100E-003,1.739000E-003
4,Isoprene,2.921100E-002,1.399400E-001,3.114700E-001,2.652200E-003,0.000000E+000,0.000000E+000,2.720000E-002,0.000000E+000,4.446600E-002,0.000000E+000,0.000000E+000
4,alpha-Pinene,5.199200E-003,3.180600E-002,5.380100E-002,3.005100E-003,1.357500E-003,0.000000E+000,1.127100E-002,3.402800E-004,1.100700E-002,0.000000E+000,2.398200E-003
4,MVK,1.292300E-002,6.071900E-002,1.458300E-001,1.184800E-003,0.000000E+000,3.568400E-003,1.033200E-002,9.701000E-003,1.883900E-002,0.000000E+000,6.276300E-004
4,Benzene,0.000000E+000,0.000000E+000,5.056600E-002,3.718100E-002,0.000000E+000,0.000000E+000,2.511900E-002,7.733300E-003,0.000000E+000,1.097800E-001,2.655900E-002
4,Toluene,1.268300E-003,4.983200E-002,1.675800E-002,5.822600E-002,1.981100E-003,1.343700E-002,2.626300E-003,0.000000E+000,2.568000E-002,1.304300E-001,3.229900E-002
4,Ethylbenzene,4.277100E-004,8.443800E-003,2.120300E-003,1.047500E-002,3.022600E-004,2.344600E-003,4.255100E-004,0.000000E+000,3.900300E-003,1.865600E-002,5.243100E-003
4,Propylbenzene,6.746400E-005,1.909400E-003,7.719100E-004,2.025700E-003,2.710400E-004,8.127000E-004,0.000000E+000,0.000000E+000,7.876900E-004,4.059400E-003,1.055900E-003
4,m_p-Xylene,4.419000E-004,1.195700E-002,0.000000E+000,1.500800E-002,2.620000E-004,0.000000E+000,5.455500E-004,0.000000E+000,1.197300E-002,1.084800E-002,1.110000E-002
4,o-Xylene,3.991400E-004,9.614600E-003,7.516300E-004,1.146200E-002,2.651800E-004,1.318800E-003,3.073300E-006,0.000000E+000,4.846200E-003,1.430200E-002,5.478000E-003
4,p-Isopropyl Toluene,1.992400E-004,4.349300E-003,6.030500E-003,0.000000E+000,7.467500E-004,0.000000E+000,0.000000E+000,7.705400E-004,0.000000E+000,7.276500E-003,4.642100E-004
4,Naphthalene,1.001800E-003,3.786300E-003,3.052700E-003,6.777300E-003,0.000000E+000,0.000000E+000,3.091300E-004,9.091900E-004,0.000000E+000,3.347600E-003,0.000000E+000
4,Methanol,7.265800E+001,3.711000E+000,1.180000E+000,1.079600E+000,8.848300E-001,0.000000E+000,3.001400E+000,0.000000E+000,9.332700E-001,1.234000E+000,0.000000E+000
4,Ethanol,1.293000E-002,5.508800E-001,0.000000E+000,6.291500E-002,3.332100E-002,0.000000E+000,1.540800E-001,4.610900E+000,1.018300E-001,5.918600E-002,0.000000E+000
4,Phenol,1.635300E-002,0.000000E+000,1.656500E-001,1.900800E-002,8.615700E-003,0.000000E+000,5.008300E-002,3.736900E-003,4.345600E-002,3.450300E-002,0.000000E+000
4,Formaldehyde,5.426900E-002,6.941400E-001,9.535000E-001,1.287200E-001,0.000000E+000,5.460900E-001,1.131500E-001,2.169600E-001,3.284500E-001,3.255700E-001,0.000000E+000
4,Acetaldehyde,1.443800E-002,4.501100E-001,3.419200E-001,2.741200E-001,1.031700E-002,3.537300E-001,0.000000E+000,1.431000E-001,1.430300E-001,1.330700E-001,0.000000E+000
4,Isovaleraldehyde,4.993200E-004,1.448500E-002,5.386600E-003,1.217400E-003,2.399600E-003,0.000000E+000,1.541700E-002,1.048800E-003,1.953600E-002,2.756500E-003,0.000000E+000
4,Hexaldehyde,0.000000E+000,4.582600E-002,4.952300E-003,0.000000E+000,6.689500E-003,0.000000E+000,3.824500E-002,0.000000E+000,6.000000E-002,0.000000E+000,0.000000E+000
4,m_p-Tolualdehyde,7.178400E-006,5.225100E-004,7.417200E-005,2.222100E-004,0.000000E+000,2.755700E-004,0.000000E+000,0.000000E+000,1.274000E-004,1.709000E-004,0.000000E+000
4,Phenylacetaldehyde,6.487400E-003,3.672500E-003,5.073600E-002,7.973800E-004,2.220300E-002,5.976600E-004,4.379800E-002,0.000000E+000,1.017400E-002,2.100800E-002,0.000000E+000
4,Cyclohexanone,3.161300E-005,9.110300E-004,0.000000E+000,4.027400E-004,1.090200E-004,2.729900E-006,1.766300E-004,1.155100E-004,1.512200E-004,2.585200E-004,0.000000E+000
4,Methyl acetate,1.920900E-003,0.000000E+000,2.621600E-002,2.954300E-002,6.025100E-004,2.696200E-002,9.835100E-003,1.357600E-002,0.000000E+000,1.112800E-001,7.497000E-004
4,n-Butyl acetate,0.000000E+000,1.980600E-002,0.000000E+000,2.250200E-002,0.000000E+000,0.000000E+000,4.969900E-004,0.000000E+000,7.171200E-003,7.528000E-002,1.636600E-002
4,D5-Siloxane,2.564200E-003,0.000000E+000,1.249200E-002,4.844000E-002,6.156200E-003,3.197900E-002,0.000000E+000,1.870600E-002,3.411100E-003,0.000000E+000,8.210600E-004

Factor Profiles (% of species sum) from Base Run #4 (Convergent Run)

,,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8,Factor 9,Factor 10,Factor 11
4,Dichloromethane,4.559746E+000,2.683198E+000,1.703558E+001,6.748479E+000,3.640813E+000,6.471614E+000,1.627154E+001,6.264586E-001,3.836309E+000,3.164048E+001,6.485789E+000
4,Chloroform,2.146252E+000,0.000000E+000,1.523870E+001,1.119496E+001,4.090970E+000,6.739559E+000,1.262582E+001,6.986484E+000,2.789832E+000,3.626804E+001,1.919373E+000
4,Trichlorofluoromethane,4.200210E+000,0.000000E+000,3.054659E+001,5.729517E+000,0.000000E+000,0.000000E+000,2.282329E+001,1.247100E+000,7.610114E+000,2.112363E+001,6.719552E+000
4,Dichlorodifluoromethane,4.811268E+000,1.289618E+001,1.350748E+001,1.912301E+000,1.077223E+001,7.675247E+000,3.420171E+001,0.000000E+000,2.609727E-001,7.878847E+000,6.083763E+000
4,Carbon Tetrachloride,3.460930E+000,3.198139E+000,2.720237E+001,1.217423E+001,5.622513E+000,5.789117E-001,2.505402E+001,3.377421E+000,0.000000E+000,1.802881E+001,1.302655E+000
4,1_1_2-Trichlorotrifluoroethane,4.135610E+000,2.272384E+000,2.581903E+001,3.123375E+000,2.710849E+000,3.514452E+000,2.745767E+001,3.165650E+000,7.497671E+000,2.030331E+001,0.000000E+000
4,1_2-Dichloro-1_1_2_2-tetrafluoroethane,5.440534E+000,3.092870E+000,2.367595E+001,3.328537E+000,6.513646E+000,3.083557E+000,3.205691E+001,2.006412E-001,3.144120E+000,6.419331E+000,1.304390E+001
4,Tetrachloroethene,9.331770E-001,6.560566E+000,6.766230E+000,1.591756E+001,4.535637E+000,1.525467E+001,1.885659E+000,4.422995E+000,8.475130E+000,3.524837E+001,0.000000E+000
4,1_2-Dichlorobenzene,0.000000E+000,0.000000E+000,0.000000E+000,0.000000E+000,1.522509E+001,0.000000E+000,2.689787E+000,0.000000E+000,7.324065E+001,4.886075E+000,3.958400E+000
4,1_4-Dichlorobenzene,1.215869E+000,0.000000E+000,5.729030E+000,5.155331E+000,8.442343E+001,0.000000E+000,0.000000E+000,0.000000E+000,3.476338E+000,0.000000E+000,0.000000E+000
4,PCBTF,3.234165E+000,1.210300E+001,2.015577E+000,1.911428E+001,9.157591E-001,8.350672E+000,0.000000E+000,1.172143E+000,4.314123E+000,4.201686E+001,6.763419E+000
4,N-Butane,0.000000E+000,5.921806E+000,1.590170E+000,0.000000E+000,3.244648E+000,2.070072E+001,7.488864E+000,3.217135E+000,1.727784E+001,1.027512E+001,3.028370E+001
4,Isobutane,6.789961E-002,4.495672E+000,0.000000E+000,0.000000E+000,6.345163E+000,4.367001E+001,4.919094E+000,4.562680E+000,0.000000E+000,2.615309E+001,9.786391E+000
4,N-Pentane,4.345169E-001,0.000000E+000,4.496487E+000,2.458751E+000,0.000000E+000,4.665061E+000,4.639912E+000,0.000000E+000,2.958373E-001,6.349968E+000,7.665946E+001
4,Isopentane,1.400018E+000,0.000000E+000,1.554640E+001,6.722789E+000,1.918537E+000,1.833804E+001,7.576516E-001,4.843255E+000,4.501319E+000,3.160820E+001,1.436380E+001
4,2-Methyl pentane,1.001225E+000,3.320239E+000,1.666891E+001,2.371210E+000,0.000000E+000,2.015994E+001,2.614243E+000,0.000000E+000,3.646540E-001,5.349957E+001,0.000000E+000
4,Butene,1.036378E-001,4.274447E+000,7.727750E+000,2.234030E+000,2.518788E+000,1.792797E+001,6.926737E+000,7.537166E+000,1.069089E+001,1.527191E+001,2.478667E+001
4,Propylene,0.000000E+000,1.237860E+001,0.000000E+000,4.029819E+000,2.333820E+001,1.150315E+001,1.464414E+001,0.000000E+000,4.059219E+000,0.000000E+000,3.004687E+001
4,cis-2-Pentene,0.000000E+000,0.000000E+000,2.427222E+001,0.000000E+000,1.632413E+000,9.131974E+000,1.153934E+001,2.495713E+000,0.000000E+000,3.246242E+001,1.846592E+001
4,Isoprene,5.263820E+000,2.521718E+001,5.612687E+001,4.779262E-001,0.000000E+000,0.000000E+000,4.901438E+000,0.000000E+000,8.012770E+000,0.000000E+000,0.000000E+000
4,alpha-Pinene,4.325987E+000,2.646414E+001,4.476505E+001,2.500389E+000,1.129506E+000,0.000000E+000,9.378020E+000,2.831295E-001,9.158360E+000,0.000000E+000,1.995419E+000
4,MVK,4.900183E+000,2.302362E+001,5.529627E+001,4.492562E-001,0.000000E+000,1.353077E+000,3.917720E+000,3.678455E+000,7.143431E+000,0.000000E+000,2.379867E-001
4,Benzene,0.000000E+000,0.000000E+000,1.968021E+001,1.447079E+001,0.000000E+000,0.000000E+000,9.776277E+000,3.009789E+000,0.000000E+000,4.272621E+001,1.033672E+001
4,Toluene,3.814004E-001,1.498537E+001,5.039429E+000,1.750959E+001,5.957520E-001,4.040745E+000,7.897751E-001,0.000000E+000,7.722433E+000,3.922262E+001,9.712884E+000
4,Ethylbenzene,8.171983E-001,1.613303E+001,4.051123E+000,2.001392E+001,5.775090E-001,4.479678E+000,8.129949E-001,0.000000E+000,7.452055E+000,3.564483E+001,1.001766E+001
4,Propylbenzene,5.736147E-001,1.623473E+001,6.563189E+000,1.722358E+001,2.304526E+000,6.910007E+000,0.000000E+000,0.000000E+000,6.697359E+000,3.451517E+001,8.977822E+000
4,m_p-Xylene,7.111882E-001,1.924344E+001,0.000000E+000,2.415368E+001,4.216595E-001,0.000000E+000,8.780012E-001,0.000000E+000,1.926919E+001,1.745863E+001,1.786420E+001
4,o-Xylene,8.239778E-001,1.984822E+001,1.551652E+000,2.366196E+001,5.474331E-001,2.722508E+000,6.344468E-003,0.000000E+000,1.000441E+001,2.952481E+001,1.130869E+001
4,p-Isopropyl Toluene,1.004384E+000,2.192515E+001,3.040020E+001,0.000000E+000,3.764422E+000,0.000000E+000,0.000000E+000,3.884350E+000,0.000000E+000,3.668138E+001,2.340117E+000
4,Naphthalene,5.222054E+000,1.973674E+001,1.591272E+001,3.532784E+001,0.000000E+000,0.000000E+000,1.611393E+000,4.739309E+000,0.000000E+000,1.744994E+001,0.000000E+000
4,Methanol,8.580090E+001,4.382272E+000,1.393447E+000,1.274886E+000,1.044884E+000,0.000000E+000,3.544315E+000,0.000000E+000,1.102087E+000,1.457215E+000,0.000000E+000
4,Ethanol,2.314698E-001,9.861723E+000,0.000000E+000,1.126289E+000,5.965046E-001,0.000000E+000,2.758304E+000,8.254324E+001,1.822937E+000,1.059534E+000,0.000000E+000
4,Phenol,4.789904E+000,0.000000E+000,4.852000E+001,5.567571E+000,2.523597E+000,0.000000E+000,1.466965E+001,1.094563E+000,1.272855E+001,1.010616E+001,0.000000E+000
4,Formaldehyde,1.614741E+000,2.065371E+001,2.837081E+001,3.829985E+000,0.000000E+000,1.624857E+001,3.366709E+000,6.455512E+000,9.772828E+000,9.687136E+000,0.000000E+000
4,Acetaldehyde,7.746394E-001,2.414967E+001,1.834497E+001,1.470731E+001,5.535361E-001,1.897861E+001,0.000000E+000,7.677718E+000,7.673963E+000,7.139581E+000,0.000000E+000
4,Isovaleraldehyde,7.957770E-001,2.308506E+001,8.584741E+000,1.940197E+000,3.824294E+000,0.000000E+000,2.457040E+001,1.671495E+000,3.113494E+001,4.393093E+000,0.000000E+000
4,Hexaldehyde,0.000000E+000,2.942982E+001,3.180407E+000,0.000000E+000,4.296050E+000,0.000000E+000,2.456124E+001,0.000000E+000,3.853248E+001,0.000000E+000,0.000000E+000
4,m_p-Tolualdehyde,5.127647E-001,3.732373E+001,5.298225E+000,1.587282E+001,0.000000E+000,1.968441E+001,0.000000E+000,0.000000E+000,9.100388E+000,1.220766E+001,0.000000E+000
4,Phenylacetaldehyde,4.068000E+000,2.302884E+000,3.181460E+001,5.000064E-001,1.392265E+001,3.747697E-001,2.746405E+001,0.000000E+000,6.379726E+000,1.317331E+001,0.000000E+000
4,Cyclohexanone,1.464234E+000,4.219660E+001,0.000000E+000,1.865389E+001,5.049530E+000,1.264420E-001,8.181053E+000,5.350130E+000,7.004127E+000,1.197399E+001,0.000000E+000
4,Methyl acetate,8.704253E-001,0.000000E+000,1.187936E+001,1.338694E+001,2.730179E-001,1.221740E+001,4.456619E+000,6.151749E+000,0.000000E+000,5.042477E+001,3.397146E-001
4,n-Butyl acetate,0.000000E+000,1.398510E+001,0.000000E+000,1.588875E+001,0.000000E+000,0.000000E+000,3.509266E-001,0.000000E+000,5.063613E+000,5.315551E+001,1.155610E+001
4,D5-Siloxane,2.058448E+000,0.000000E+000,1.002813E+001,3.888591E+001,4.941978E+000,2.567160E+001,0.000000E+000,1.501651E+001,2.738309E+000,0.000000E+000,6.591177E-001

Factor Profiles (% of factor total) from Base Run #4 (Convergent Run)

,,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8,Factor 9,Factor 10,Factor 11
4,Dichloromethane,7.812919E-003,5.599954E-002,5.784803E-001,4.386782E-001,3.835372E-001,5.592787E-001,5.201424E-001,1.534592E-002,2.468771E-001,1.357917E+000,1.324771E+000
4,Chloroform,7.669516E-004,0.000000E+000,1.079181E-001,1.517670E-001,8.987730E-002,1.214680E-001,8.417208E-002,3.569223E-002,3.744207E-002,3.246152E-001,8.176208E-002
4,Trichlorofluoromethane,1.471766E-002,0.000000E+000,2.121240E+000,7.616465E-001,0.000000E+000,0.000000E+000,1.491995E+000,6.247367E-002,1.001506E+000,1.853933E+000,2.806814E+000
4,Dichlorodifluoromethane,2.672097E-002,8.723947E-001,1.486709E+000,4.029178E-001,3.678194E+000,2.149949E+000,3.543737E+000,0.000000E+000,5.443552E-002,1.096006E+000,4.027822E+000
4,Carbon Tetrachloride,3.446472E-003,3.879167E-002,5.368437E-001,4.599293E-001,3.442301E-001,2.907618E-002,4.654579E-001,4.808338E-002,0.000000E+000,4.496830E-001,1.546381E-001
4,1_1_2-Trichlorotrifluoroethane,4.550880E-003,3.045768E-002,5.630603E-001,1.303910E-001,1.833993E-001,1.950547E-001,5.636902E-001,4.980198E-002,3.098681E-001,5.596032E-001,0.000000E+000
4,1_2-Dichloro-1_1_2_2-tetrafluoroethane,1.258638E-003,8.715255E-003,1.085490E-001,2.921328E-002,9.264457E-002,3.597944E-002,1.383573E-001,6.636013E-004,2.731826E-002,3.719689E-002,3.597263E-001
4,Tetrachloroethene,7.309979E-005,6.259687E-003,1.050408E-002,4.730382E-002,2.184374E-002,6.026957E-002,2.755728E-003,4.953320E-003,2.493407E-002,6.915899E-002,0.000000E+000
4,1_2-Dichlorobenzene,0.000000E+000,0.000000E+000,0.000000E+000,0.000000E+000,8.141771E-002,0.000000E+000,4.364772E-003,0.000000E+000,2.392596E-001,1.064487E-002,4.104380E-002
4,1_4-Dichlorobenzene,1.866570E-004,0.000000E+000,1.743001E-002,3.002491E-002,7.968141E-001,0.000000E+000,0.000000E+000,0.000000E+000,2.004353E-002,0.000000E+000,0.000000E+000
4,PCBTF,5.676147E-004,2.587281E-002,7.010515E-003,1.272673E-001,9.881187E-003,7.391898E-002,0.000000E+000,2.941034E-003,2.843666E-002,1.847024E-001,1.415022E-001
4,N-Butane,0.000000E+000,4.137243E-001,1.807591E-001,0.000000E+000,1.144200E+000,5.988614E+000,8.013731E-001,2.638122E-001,3.722046E+000,1.476189E+000,2.070675E+001
4,Isobutane,2.266589E-004,1.827929E-001,0.000000E+000,0.000000E+000,1.302221E+000,7.352446E+000,3.063456E-001,2.177476E-001,0.000000E+000,2.186684E+000,3.894336E+000
4,N-Pentane,5.666541E-004,0.000000E+000,1.162101E-001,1.216448E-001,0.000000E+000,3.068399E-001,1.128865E-001,0.000000E+000,1.448968E-002,2.074151E-001,1.191743E+001
4,Isopentane,6.910922E-003,0.000000E+000,1.520867E+000,1.258981E+000,5.822493E-001,4.565604E+000,6.977389E-002,3.417964E-001,8.345200E-001,3.908045E+000,8.452341E+000
4,2-Methyl pentane,4.585462E-003,1.852165E-001,1.512926E+000,4.119920E-001,0.000000E+000,4.656757E+000,2.233666E-001,0.000000E+000,6.272300E-002,6.137040E+000,0.000000E+000
4,Butene,3.052080E-004,1.533264E-001,4.510140E-001,2.495941E-001,4.560431E-001,2.662883E+000,3.805639E-001,3.173319E-001,1.182460E+000,1.126493E+000,8.701647E+000
4,Propylene,0.000000E+000,8.515347E-001,0.000000E+000,8.634250E-001,8.103553E+000,3.276659E+000,1.542967E+000,0.000000E+000,8.610110E-001,0.000000E+000,2.022908E+001
4,cis-2-Pentene,0.000000E+000,0.000000E+000,6.216399E-002,0.000000E+000,1.296990E-002,5.952208E-002,2.782097E-002,4.610974E-003,0.000000E+000,1.050773E-001,2.844766E-001
4,Isoprene,4.008557E-002,2.339067E+000,8.470654E+000,1.380751E-001,0.000000E+000,0.000000E+000,6.963564E-001,0.000000E+000,2.291734E+000,0.000000E+000,0.000000E+000
4,alpha-Pinene,7.134740E-003,5.316304E-001,1.463157E+000,1.564473E-001,1.145296E-001,0.000000E+000,2.885527E-001,6.675839E-003,5.672901E-001,0.000000E+000,3.923127E-001
4,MVK,1.773393E-002,1.014905E+000,3.965953E+000,6.168139E-002,0.000000E+000,2.469780E-001,2.645130E-001,1.903207E-001,9.709438E-001,0.000000E+000,1.026717E-001
4,Benzene,0.000000E+000,0.000000E+000,1.375179E+000,1.935665E+000,0.000000E+000,0.000000E+000,6.430800E-001,1.517170E-001,0.000000E+000,3.773309E+000,4.344689E+000
4,Toluene,1.740458E-003,8.329311E-001,4.557460E-001,3.031280E+000,1.671416E-001,9.300086E-001,6.723680E-002,0.000000E+000,1.323522E+000,4.483081E+000,5.283674E+000
4,Ethylbenzene,5.869364E-004,1.411363E-001,5.766310E-002,5.453348E-001,2.550109E-002,1.622757E-001,1.089363E-002,0.000000E+000,2.010177E-001,6.412356E-001,8.576993E-001
4,Propylbenzene,9.257926E-005,3.191521E-002,2.099265E-002,1.054592E-001,2.286712E-002,5.624902E-002,0.000000E+000,0.000000E+000,4.059678E-002,1.395279E-001,1.727308E-001
4,m_p-Xylene,6.064090E-004,1.998587E-001,0.000000E+000,7.813255E-001,2.210443E-002,0.000000E+000,1.396681E-002,0.000000E+000,6.170768E-001,3.728625E-001,1.815808E+000
4,o-Xylene,5.477304E-004,1.607060E-001,2.044112E-002,5.967185E-001,2.237272E-002,9.127747E-002,7.868059E-005,0.000000E+000,2.497685E-001,4.915819E-001,8.961258E-001
4,p-Isopropyl Toluene,2.734124E-004,7.269761E-002,1.640038E-001,0.000000E+000,6.300185E-002,0.000000E+000,0.000000E+000,1.511697E-002,0.000000E+000,2.501046E-001,7.593840E-002
4,Naphthalene,1.374747E-003,6.328718E-002,8.302040E-002,3.528303E-001,0.000000E+000,0.000000E+000,7.914142E-003,1.783709E-002,0.000000E+000,1.150622E-001,0.000000E+000
4,Methanol,9.970686E+001,6.202856E+001,3.209096E+001,5.620462E+001,7.465139E+001,0.000000E+000,7.683986E+001,0.000000E+000,4.809983E+001,4.241449E+001,0.000000E+000
4,Ethanol,1.774353E-002,9.207840E+000,0.000000E+000,3.275393E+000,2.811228E+000,0.000000E+000,3.944654E+000,9.045969E+001,5.248219E+000,2.034314E+000,0.000000E+000
4,Phenol,2.244084E-002,0.000000E+000,4.504972E+000,9.895678E-001,7.268899E-001,0.000000E+000,1.282192E+000,7.331298E-002,2.239680E+000,1.185922E+000,0.000000E+000
4,Formaldehyde,7.447207E-002,1.160240E+001,2.593113E+001,6.701240E+000,0.000000E+000,3.779626E+001,2.896791E+000,4.256465E+000,1.692799E+001,1.119034E+001,0.000000E+000
4,Acetaldehyde,1.981293E-002,7.523491E+000,9.298763E+000,1.427085E+001,8.704253E-001,2.448255E+001,0.000000E+000,2.807431E+000,7.371627E+000,4.573822E+000,0.000000E+000
4,Isovaleraldehyde,6.852051E-004,2.421136E-001,1.464925E-001,6.337857E-002,2.024496E-001,0.000000E+000,3.946958E-001,2.057605E-002,1.006866E+000,9.474517E-002,0.000000E+000
4,Hexaldehyde,0.000000E+000,7.659717E-001,1.346814E-001,0.000000E+000,5.643802E-001,0.000000E+000,9.791232E-001,0.000000E+000,3.092342E+000,0.000000E+000,0.000000E+000
4,m_p-Tolualdehyde,9.850749E-006,8.733641E-003,2.017162E-003,1.156839E-002,0.000000E+000,1.907289E-002,0.000000E+000,0.000000E+000,6.566072E-003,5.874098E-003,0.000000E+000
4,Phenylacetaldehyde,8.902506E-003,6.138504E-002,1.379802E+000,4.151208E-002,1.873224E+000,4.136556E-002,1.121287E+000,0.000000E+000,5.243581E-001,7.220775E-001,0.000000E+000
4,Cyclohexanone,4.338178E-005,1.522767E-002,0.000000E+000,2.096689E-002,9.197806E-003,1.889433E-004,4.521965E-003,2.266152E-003,7.793732E-003,8.885733E-003,0.000000E+000
4,Methyl acetate,2.636006E-003,0.000000E+000,7.129632E-001,1.538026E+000,5.083260E-002,1.866108E+000,2.517917E-001,2.663430E-001,0.000000E+000,3.824866E+000,1.226407E-001
4,n-Butyl acetate,0.000000E+000,3.310530E-001,0.000000E+000,1.171468E+000,0.000000E+000,0.000000E+000,1.272361E-002,0.000000E+000,3.695967E-001,2.587490E+000,2.677253E+000
4,D5-Siloxane,3.518791E-003,0.000000E+000,3.397290E-001,2.521815E+000,5.193866E-001,2.213347E+000,0.000000E+000,3.669867E-001,1.758048E-001,0.000000E+000,1.343142E-001
