
Factor Profiles (conc. of species) from Base Run #11 (Convergent Run)

,,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8,Factor 9,Factor 10
11,Phenylacetaldehyde,7.757772E-001,2.841313E+001,1.634501E+001,0.000000E+000,1.893196E+001,0.000000E+000,0.000000E+000,0.000000E+000,3.306693E+001,2.467187E+000
11,Cyclohexanone,4.345368E+000,1.189545E+001,4.762988E+000,1.034506E+001,1.343767E+001,1.263050E+001,0.000000E+000,3.836600E+001,0.000000E+000,4.216962E+000
11,Methyl acetate,3.299760E+000,3.785390E+000,0.000000E+000,3.023093E+000,0.000000E+000,1.268482E+001,5.332762E+000,9.348670E+000,6.117793E+001,1.347575E+000
11,n-Butyl acetate,4.271544E+000,3.442767E-001,0.000000E+000,5.473019E+000,0.000000E+000,0.000000E+000,1.478932E+001,3.399639E+001,3.807990E+001,3.045558E+000
11,D5-Siloxane,3.832248E+000,0.000000E+000,5.279888E+000,7.373098E+000,0.000000E+000,4.365403E+001,2.125304E+000,8.233006E-001,2.997556E+001,6.936575E+000

Factor Profiles (% of factor total) from Base Run #11 (Convergent Run)

,,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8,Factor 9,Factor 10
11,Dichloromethane,8.026851E-003,4.918259E-001,4.389689E-001,1.498104E-003,1.085731E-001,5.846141E-001,9.055265E-001,1.734899E-001,1.863955E+000,3.610066E-001
11,Chloroform,1.077527E-003,8.516317E-002,8.013669E-002,2.863646E-002,1.960691E-004,1.448045E-001,1.491676E-001,1.530840E-002,4.470773E-001,5.806129E-002
11,Trichlorofluoromethane,7.909065E-003,1.458390E+000,0.000000E+000,0.000000E+000,6.456955E-001,1.380492E-001,1.930202E+000,0.000000E+000,3.748961E+000,1.412869E+000
11,Dichlorodifluoromethane,1.405802E-002,3.379206E+000,4.089236E+000,6.975862E-004,6.813073E-001,2.844470E+000,1.084179E+000,5.471105E-001,2.616212E+000,0.000000E+000
11,Carbon Tetrachloride,1.641782E-003,4.599199E-001,3.560407E-001,1.572235E-002,1.618402E-001,2.183801E-001,0.000000E+000,6.938875E-002,1.007972E+000,4.057834E-002
11,1_1_2-Trichlorotrifluoroethane,2.174064E-003,5.439628E-001,2.233636E-001,2.644573E-002,1.737021E-001,2.298800E-001,0.000000E+000,0.000000E+000,1.072992E+000,3.616462E-001
11,1_2-Dichloro-1_1_2_2-tetrafluoroethane,5.243434E-004,1.320651E-001,1.300694E-001,0.000000E+000,3.558760E-002,5.439904E-002,1.364025E-001,0.000000E+000,1.537657E-001,2.945809E-002
11,Tetrachloroethene,2.416852E-004,2.772282E-003,2.322962E-002,2.666408E-003,2.211052E-003,4.487234E-002,1.552236E-002,2.918366E-002,7.624164E-002,3.336074E-002
11,1_2-Dichlorobenzene,0.000000E+000,5.048010E-003,5.644545E-002,0.000000E+000,0.000000E+000,0.000000E+000,1.721329E-002,0.000000E+000,1.819986E-002,3.178822E-001
11,1_4-Dichlorobenzene,2.135119E-004,0.000000E+000,7.382475E-001,6.274072E-003,2.768833E-003,0.000000E+000,7.458974E-002,0.000000E+000,1.420342E-002,2.111241E-002
11,PCBTF,1.137959E-003,0.000000E+000,4.314778E-003,6.595823E-003,5.132108E-003,4.986273E-002,1.398224E-001,1.116685E-001,1.467074E-001,4.847825E-002
11,N-Butane,5.887238E-004,8.008420E-001,1.373661E+000,1.878360E-001,5.074490E-002,3.931280E+000,1.737004E+001,3.139681E-002,1.653640E+000,4.937979E+000
11,Isobutane,1.552455E-003,1.371370E-001,8.745526E-001,0.000000E+000,0.000000E+000,4.122537E+000,1.092728E+001,0.000000E+000,1.552912E+000,0.000000E+000
11,N-Pentane,7.350639E-004,9.985177E-002,1.067620E-001,0.000000E+000,4.045726E-002,0.000000E+000,8.802813E+000,8.157353E-002,1.915717E-001,2.620511E-002
11,Isopentane,1.301456E-002,0.000000E+000,4.209984E-001,2.009190E-001,3.146883E-001,2.842027E+000,8.814331E+000,3.375953E-001,5.028704E+000,1.587179E+000
11,2-Methyl pentane,1.185944E-002,1.775702E-001,0.000000E+000,1.012679E-001,1.481624E-001,3.955665E+000,2.525709E+000,7.118087E-002,6.428360E+000,1.682729E-001
11,Butene,4.913906E-004,3.719064E-001,5.666168E-001,2.485051E-001,8.731944E-002,1.965717E+000,6.424705E+000,3.933257E-002,1.691213E+000,1.786609E+000
11,Propylene,0.000000E+000,1.497694E+000,7.945722E+000,1.021016E-001,0.000000E+000,2.630916E+000,1.257748E+001,1.481619E+000,0.000000E+000,1.728106E+000
11,cis-2-Pentene,0.000000E+000,2.563829E-002,7.492208E-003,3.905234E-003,1.747932E-002,1.119136E-002,3.326645E-001,0.000000E+000,1.377173E-001,0.000000E+000
11,Isoprene,1.386602E-002,3.772950E-001,0.000000E+000,3.844060E-001,6.050839E+000,0.000000E+000,2.636260E+000,7.447705E-001,3.619721E+000,2.376437E+000
11,alpha-Pinene,2.216820E-003,2.359866E-001,1.967035E-001,8.214328E-002,1.109596E+000,9.675353E-002,5.659155E-001,2.923906E-001,6.121582E-001,5.349765E-001
11,MVK,5.225051E-003,9.173345E-002,0.000000E+000,3.125306E-001,2.780171E+000,3.147315E-001,1.421973E+000,1.849628E-001,1.840572E+000,1.025669E+000
11,Benzene,6.024904E-004,5.091261E-001,1.735338E-001,2.225375E-002,0.000000E+000,1.170755E+000,2.623317E+000,3.229426E-001,5.557323E+000,0.000000E+000
11,Toluene,1.591399E-002,9.948308E-002,4.056923E-002,1.000896E-001,3.881422E-001,4.047908E-001,4.381457E+000,2.951051E+000,3.730641E+000,1.848177E+000
11,Ethylbenzene,2.744337E-003,1.617613E-002,8.256380E-003,8.622518E-003,6.666053E-002,1.137106E-001,6.676325E-001,4.927097E-001,5.250211E-001,2.857921E-001
11,Propylbenzene,5.357271E-004,0.000000E+000,1.842561E-002,0.000000E+000,1.899728E-002,4.167233E-002,1.395730E-001,9.694924E-002,1.248133E-001,6.069793E-002
11,m_p-Xylene,2.591692E-003,3.919481E-002,1.995136E-002,0.000000E+000,1.030139E-001,0.000000E+000,9.294418E-001,6.951339E-001,2.432411E-001,8.789453E-001
11,o-Xylene,2.578484E-003,1.111796E-002,6.749580E-003,4.504707E-003,7.482373E-002,8.810955E-002,5.618781E-001,5.333718E-001,3.630047E-001,3.576950E-001
11,p-Isopropyl Toluene,6.586735E-004,0.000000E+000,4.717676E-002,4.107885E-002,8.148699E-002,7.544393E-002,7.582232E-002,2.742893E-002,2.945674E-001,0.000000E+000
11,Naphthalene,1.731789E-003,6.731705E-003,0.000000E+000,5.574446E-003,6.888162E-002,1.046848E-001,0.000000E+000,1.755341E-001,1.641715E-001,0.000000E+000
11,Methanol,9.984543E+001,7.577097E+001,7.487754E+001,3.616686E+000,5.471870E+001,9.060907E+000,5.137626E+000,7.173208E+001,6.202523E-003,3.742331E+001
11,Ethanol,0.000000E+000,7.200369E+000,0.000000E+000,8.693436E+001,2.102878E+000,6.980854E-001,0.000000E+000,2.004354E+000,6.529287E+000,1.755159E+000
11,Phenol,1.403759E-003,1.147720E+000,1.051585E+000,0.000000E+000,2.040613E+000,0.000000E+000,0.000000E+000,0.000000E+000,4.512077E+000,2.525760E+000
11,Formaldehyde,0.000000E+000,1.850268E+000,1.816484E-001,4.669282E+000,1.831887E+001,3.690084E+001,4.500796E+000,4.316611E+000,2.544530E+001,2.252501E+001
11,Acetaldehyde,1.314229E-002,0.000000E+000,2.339726E+000,2.322280E+000,8.426939E+000,2.283070E+001,0.000000E+000,9.866935E+000,9.341258E+000,1.025669E+001
11,Isovaleraldehyde,3.278934E-004,4.705079E-001,2.237604E-001,6.348780E-002,1.676020E-001,0.000000E+000,0.000000E+000,2.545094E-001,7.469942E-002,1.034132E+000
11,Hexaldehyde,0.000000E+000,1.206782E+000,7.502818E-001,8.715091E-002,4.268021E-001,3.571064E-001,0.000000E+000,3.768725E-001,0.000000E+000,2.909162E+000
11,m_p-Tolualdehyde,4.424109E-005,0.000000E+000,0.000000E+000,6.463189E-005,6.314211E-003,1.612321E-002,5.751064E-003,1.386805E-002,9.842896E-004,8.134458E-003
11,Phenylacetaldehyde,1.704011E-003,1.083222E+000,2.135240E+000,0.000000E+000,5.676135E-001,0.000000E+000,0.000000E+000,0.000000E+000,1.776718E+000,2.651828E-001
11,Cyclohexanone,1.230812E-004,5.848025E-003,8.023629E-003,3.883219E-003,5.195302E-003,1.337475E-002,0.000000E+000,2.210546E-002,0.000000E+000,5.844843E-003
11,Methyl acetate,9.901889E-003,1.971558E-001,0.000000E+000,1.202212E-001,0.000000E+000,1.423050E+000,1.395493E+000,5.706546E-001,4.490759E+000,1.978776E-001
11,n-Butyl acetate,8.091940E-003,1.131980E-002,0.000000E+000,1.374005E-001,0.000000E+000,0.000000E+000,2.443181E+000,1.310052E+000,1.764626E+000,2.823206E-001
11,D5-Siloxane,5.918557E-003,0.000000E+000,4.849681E-001,1.509058E-001,0.000000E+000,2.520499E+000,2.862351E-001,2.586477E-002,1.132449E+000,5.242221E-001
